nombre,dni,genero,pelicula,formato,precio,fecha_visita,Año,Género,Rating (pro),Votos
Jennifer Weeks,50942590,F,God of kiss,Normal,6.55,2025-10-22,2021,"Comedy,Drama",,
Jordan Kim,28040031,M,Defiance: The Vanguard,3D,12.94,2025-11-30,,Sci-Fi,,
Jonathan Brown,23531207,M,Marry Who You Love,Normal,8.2,2025-12-13,2016,Drama,,
Laura Mason,61454855,F,The Man Who Could Not Lose,Normal,6.04,2026-04-17,1914,Drama,6.8,17.0
Jessica Bennett,56452636,F,Aloha,3D,13.12,2025-06-10,1984,Musical,,
Brian Garcia,81944481,M,Lucky Village,Normal,6.65,2026-03-14,2004,Drama,,
Michelle Williamson,93547461,F,Getting Worse,3D,11.08,2025-09-01,2014,Action,,
Nicole Cox,21549573,F,Every Day Is the End of the World,Normal,6.83,2026-03-19,2025,Horror,,
Eric Parks,21538406,M,Bhangela Shikkano Bhed,3D,11.63,2025-11-10,1931,,,
Michael Torres,40251644,M,Hope & a Little Sugar,Normal,6.12,2026-04-25,2006,Drama,7.0,55.0
Ms. Veronica Cooper,95679305,F,Nipputho Chelagatam,3D,12.86,2026-03-16,1982,,,
Melissa Turner,44299381,F,Ken San,3D,10.85,2025-06-18,2016,"Biography,Documentary,Drama",7.2,30.0
Jessica Ortega,60211174,F,Wo ist mein Safe Space,Normal,7.72,2026-03-16,2022,Documentary,7.4,7.0
Jonathan Johnson,41751659,M,The Set Up,3D,12.58,2025-08-15,1963,Drama,6.4,92.0
Karen Odom,49997933,F,Self(Less) Portrait,3D,11.8,2025-07-28,2014,Documentary,,
Alexander Davis,75220720,M,Ecoute,3D,11.72,2025-08-13,2017,Documentary,,
Gary Franklin,51311106,M,La Cenerentola (Opera),3D,13.5,2026-03-11,2023,,,
Adam Conley,71549333,M,Bone Orchard,Normal,8.24,2025-06-19,2022,Crime,,
Denise Owens,40897866,F,Garasi,3D,10.16,2025-11-22,2006,"Drama,Music,Romance",5.7,107.0
Brianna Herrera,61170753,F,Movie Hustle,Normal,8.43,2026-03-14,2005,"Comedy,Drama",,
Larry Graham,81434500,M,A Lone Scalpel,Normal,8.71,2025-06-12,2010,Drama,6.8,115.0
Christina Davidson,88368097,F,Neethone Nennunna,3D,11.67,2026-01-28,2006,Drama,,
Troy Alexander,16847158,M,La nalgada de oro,3D,10.33,2026-01-18,1988,Comedy,,
Eric Howell,67398735,M,She Unfolds by Day,Normal,7.35,2025-10-20,2008,Drama,3.3,50.0
Morgan Rodriguez,79050662,F,36-24-36,Normal,7.93,2026-04-04,2024,Romance,5.9,271.0
Frank Reyes,91312155,M,Reasons to Avoid Dying Sadly,Normal,7.64,2025-10-28,,"Action,Drama,Fantasy",,
Kenneth Fields,49920011,M,Our Burden Is Light,Normal,6.37,2026-05-03,2000,"Drama,Romance",4.1,155.0
Brian Macdonald,98934785,M,Herederos de la bestia,3D,12.55,2025-09-18,2016,"Documentary,Horror",6.4,89.0
Teresa Maddox,55763174,F,Psycho Gothic Lolita,3D,12.43,2025-09-25,2010,"Action,Horror",5.4,1085.0
Andrew Mitchell,48087800,M,The Constant Search: Florian Ostertag,3D,11.84,2025-06-11,2015,Documentary,,
Lisa Weber,89929830,F,Una Pareja de 4,Normal,6.46,2025-08-13,,"Comedy,Drama",,
Lindsay Steele,85598909,F,Söyleyin Anama Aglamasin,3D,11.89,2025-07-20,1950,Drama,6.1,10.0
Debbie Allen,25406083,F,Daddy's Got Girls and Guns,Normal,7.86,2025-07-27,2025,"Action,Comedy,Drama",7.6,51.0
Jeffrey Snyder,29017593,M,Matadi,3D,10.98,2025-09-08,1909,Documentary,,
James Wilkinson,90355117,M,Le règne de l'impunité,3D,11.36,2025-11-19,2013,Documentary,,
Richard Mendez,97262638,M,Black,Normal,6.81,2025-08-30,2009,Drama,,
Ashley Pierce,44443594,F,3 Thumbs Up,Normal,6.41,2025-07-08,2012,Documentary,,
Sharon Richards,86704847,F,Damatte maemite untenseyo,Normal,8.82,2025-09-13,2002,,,
Michael Davis,98093270,M,White Box,Normal,6.05,2025-12-18,2010,Documentary,,
Jason Rivas,20429682,M,Born Strong,Normal,8.87,2026-05-20,2017,"Documentary,Sport",7.1,1533.0
Allen Gates,22211623,M,Whores' Port,Normal,6.96,2026-04-19,1984,Adult,4.6,20.0
Theresa Wong,26347948,F,Getting Worse,Normal,7.93,2026-04-27,2014,Action,,
Karen Cross,85305743,F,From Below,Normal,7.45,2025-09-30,,"Horror,Thriller",,
Melissa Wilson,74813993,F,Echo,Normal,6.09,2025-11-16,1981,,,
Jessica Mejia,63686439,F,Two Way Crossing,3D,13.28,2025-09-29,1998,,5.7,17.0
Stephen Ferguson,29213039,M,Nick Elliott: The Story So Far,3D,12.52,2025-10-28,2023,Documentary,5.2,253.0
Manuel Thompson,26565327,M,Our Burden Is Light,3D,13.58,2026-03-14,2000,"Drama,Romance",4.1,155.0
Frank Pierce,38872251,M,Conservas de Sardinha,Normal,6.17,2025-11-01,1932,Documentary,,
Christopher Green,94385493,M,Ensaio Sobre o Fracasso,Normal,7.41,2025-12-19,2020,,6.6,10.0
Robin Nolan,48389751,F,Princess of the Ursinos,Normal,7.68,2026-01-24,1947,"Drama,History,Romance",5.9,50.0
Susan Ellis MD,77820642,F,Di quale amore,3D,12.83,2026-03-01,1995,,,
Jamie Thompson,18618711,F,Girls School Screamers,3D,11.75,2026-04-27,1986,Horror,4.2,949.0
Anna Banks,46413241,F,From Below,3D,11.6,2026-03-22,,"Horror,Thriller",,
Tina Scott,78067667,F,Untitled Coral Reef Project,Normal,8.28,2025-08-16,,Documentary,,
Marcus Jones,63931711,M,Shazam! The Battle of the God's,Normal,6.87,2025-07-16,,Action,,
Justin Pruitt,83989578,M,Sound of the Spirits,3D,12.15,2025-08-19,2024,Documentary,,
Jennifer Andrews,23111870,F,163 días: La Huelga de Bandas,Normal,8.52,2026-04-19,2017,Documentary,,
Deanna Hoffman,15376872,F,Vintage Erotica Anno 1920,3D,10.13,2026-02-20,2006,Drama,6.4,9.0
Justin Glover,98430799,M,Nezhnost,3D,11.45,2026-02-17,1967,"Drama,Romance",7.4,238.0
John Robinson,96401423,M,Gangster Party,Normal,7.55,2026-01-23,2002,"Crime,Drama",5.0,57.0
Jessica Fernandez,76895653,F,Il tenore,3D,11.92,2025-06-25,1913,,,
Mitchell Williams,95603527,M,Beyond in Death,Normal,6.03,2025-12-07,,Romance,,
William Holmes,94734609,M,Gopurangal Saayvathillai,Normal,8.71,2026-02-25,1982,Drama,6.8,66.0
Ronnie Sparks,74095750,M,The Vanishing Shadow,3D,13.57,2026-03-24,1934,"Action,Adventure,Thriller",6.4,153.0
Luke Dean,19749180,M,Adam in Wonderland,3D,12.97,2026-05-09,2014,"Adventure,Fantasy,Horror",,
Kathryn Murray,43085934,F,Encantados,3D,12.26,2025-07-23,2014,"Drama,Romance",7.1,59.0
Todd Willis,94594345,M,Filmworker,Normal,6.28,2025-10-18,2017,"Biography,Documentary",7.4,3780.0
Melissa Davis,59784379,F,Nowhere Street,3D,12.83,2026-04-08,2006,"Crime,Drama",3.2,18.0
Cassandra Hughes,71942944,F,Vivahasammanam,3D,12.25,2026-06-06,1971,Drama,5.2,7.0
Lori Patton,92577634,F,Ryan Star: Live at Rockwood,3D,13.22,2025-10-19,2019,Music,,
Michael Saunders,18592269,M,Seikan gokuhi massage: Zenshin aibu,Normal,7.38,2026-02-01,1993,Drama,,
Mr. Donald Avila MD,76769103,M,Ijô na musume,Normal,8.22,2026-03-02,1984,,,
Courtney Lam,35920789,F,Napoli serenata calibro 9,3D,12.47,2026-03-28,1978,"Crime,Drama",5.6,151.0
Steven Farrell,32717492,M,The Camp Followers,Normal,6.39,2026-04-21,1965,"Drama,War",7.4,924.0
Jennifer Reed,75633678,F,Illicit Content,3D,12.71,2026-02-22,2025,Thriller,5.1,24.0
Mary Fletcher,34315958,F,DrugCula,3D,13.35,2026-01-14,2021,Sci-Fi,,
Mary Torres,92505361,F,The Wonderful Adventure,3D,12.27,2025-06-18,1915,"Drama,Romance",,
Virginia Collins,42792656,F,Some Too Quiet Gentlemen,3D,11.65,2025-08-16,1973,"Comedy,Crime,Mystery",5.7,420.0
William Salazar,59693164,M,Los sueños de Tay-Pi,3D,12.8,2026-05-04,1952,Animation,,
Matthew Tanner,28647709,M,A Sunburnt Christmas,Normal,8.66,2026-04-14,2020,Comedy,6.8,965.0
Patrick Anderson,75351156,M,Relics of Redemption,Normal,8.07,2026-03-23,,Drama,,
Beth Kennedy,25981524,F,These Are My Hours,3D,10.86,2026-01-28,2018,Documentary,7.2,28.0
Stephen Bennett,49690133,M,On the Run,3D,13.64,2025-07-04,,"Drama,Romance",,
Bradley Kelly,46982549,M,Carl Th. Dreyer: My Métier,3D,13.97,2025-09-11,1995,"Biography,Documentary,History",6.7,541.0
Leslie Deleon,42796258,F,Utsukushiki emono: Meitan teishô roku no jiken-bo ichi,3D,11.55,2026-03-14,1991,,,
Joshua Foster,27854897,M,Echoes from the Past: The WEC Story,Normal,8.63,2026-01-21,,"Biography,Documentary,Drama",,
Brian Nelson,71275656,M,DrugCula,3D,11.91,2026-03-18,2021,Sci-Fi,,
Anna Mills,32877615,F,Shoitan Manush,3D,11.91,2026-03-22,1996,"Action,Drama,Romance",7.2,9.0
Cheryl Pierce,30689027,F,The Brown-tailed Butterfly of Kuryong,3D,10.57,2025-10-02,1984,,,
Christopher Arnold,70439234,M,Some Too Quiet Gentlemen,Normal,8.29,2025-06-18,1973,"Comedy,Crime,Mystery",5.7,420.0
Brent Robinson,28465144,M,As Certain as Death,3D,13.7,2025-12-12,2023,Horror,2.8,217.0
Melissa Clark,11821691,F,Vavval Pasanga,3D,12.76,2025-11-28,2012,Action,,
Jennifer Freeman,29194630,F,Growing Pains,3D,11.25,2025-10-07,1980,Drama,5.6,20.0
John Stone,69698277,M,Relics of Redemption,Normal,8.46,2026-03-14,,Drama,,
Alejandro Jennings,85249642,M,Vendo ou Alugo,3D,11.63,2026-02-20,2013,Comedy,5.2,260.0
Christina Young,12574706,F,Vad Balaton,Normal,6.15,2025-08-06,2018,,8.1,30.0
Kathleen James,56943826,F,I Signed,Normal,8.32,2025-11-03,2023,Documentary,,
Paul Turner,85099390,M,The Rock Prophet: Link Wray,Normal,6.46,2025-11-11,2025,"Documentary,Music",6.7,53.0
Bailey Dean,71339694,F,Nick Elliott: The Story So Far,3D,11.79,2025-11-28,2023,Documentary,5.2,253.0
Jeffrey Wolfe,78803536,M,Die Strong: The Life and Work of Rights Activist Lily Brasch,3D,12.76,2026-02-01,,Documentary,,
Jared Hanson,47319114,M,Mania,3D,13.7,2026-04-10,1971,"Adult,Horror",3.9,70.0
Matthew Sullivan,27069161,M,"O Tzonys Keln, kyria mou",3D,13.63,2026-03-08,1991,Drama,,
Rebecca Maldonado,32080021,F,Palenque,3D,13.82,2026-02-26,1990,"Drama,Musical",,
Jamie Cooper MD,27804126,F,Marco Polo: The China Mystery Revealed,Normal,7.04,2026-03-31,2004,"Drama,History",7.2,332.0
Angela Lyons,22691619,F,In from the Side,3D,11.04,2025-07-19,2022,"Drama,Romance,Sport",6.7,9226.0
Peter Schultz,78428490,M,Poof,3D,11.23,2025-06-30,,"Comedy,Drama,Fantasy",,
Tony Rodriguez,52258023,M,The Japon,Normal,8.19,2026-03-09,2019,Comedy,3.6,1088.0
Tara Mcdonald,28337865,F,Telepathic Letters,Normal,6.46,2026-05-08,2024,"Biography,Drama",4.4,51.0
Tim Graves,90257793,M,Poetas campesinos,3D,10.23,2025-09-22,1980,Documentary,7.7,28.0
Derrick Jordan,29856874,M,In Akharin Safar,Normal,6.13,2026-05-01,2008,,5.0,11.0
Richard Riley,53433879,M,The Doctor Disciples,Normal,7.07,2026-04-23,1973,"Adult,Drama",4.5,18.0
Tina Smith DDS,94677587,F,1/11,Normal,6.56,2026-05-16,2014,Drama,6.4,8.0
Michelle Wilson,59365421,F,Keserü igazság,3D,13.76,2026-05-08,1956,Drama,6.9,68.0
Laura Rodriguez,59479329,F,A Second Chance,Normal,7.64,2026-01-18,2012,"Comedy,Drama,Romance",8.9,130.0
Emily Perez,64975966,F,Truck sex yarô: Porno shinyabin,Normal,7.52,2026-04-29,1975,,,
James Collins,18261550,M,Untitled Melissa Van Oss Project,3D,12.47,2025-11-16,,Comedy,,
Kelly Murray,57102913,F,They Came from Below,Normal,8.56,2025-12-01,,"Horror,Thriller",,
Daniel Cooke,26297431,M,Impeccable Henri,Normal,6.82,2025-10-16,1948,"Comedy,Crime",,
Amanda Edwards,48924596,F,Bring Me the Head of Mavis Davis,3D,13.69,2025-10-09,1997,"Comedy,Crime,Music",5.2,597.0
Erin Elliott,34175770,F,Hard Boiled Sweets,3D,13.41,2025-11-05,2012,"Crime,Thriller",4.8,881.0
Ebony Lane,89676933,F,The Father's Secret,Normal,7.68,2025-07-30,1958,Drama,,
Joseph Clark,68898290,M,Marital Abandonment,3D,12.14,2025-12-02,2024,Drama,,
Dr. Misty Lindsey,54423480,F,Texting You,Normal,6.38,2026-01-31,,Drama,,
Richard Adkins,45209402,M,Sarbahara,3D,12.85,2026-02-28,1948,Drama,,
Melissa Lewis,56015670,F,Titio Não É Sopa,3D,12.05,2025-09-22,1959,"Comedy,Musical",6.7,30.0
Scott Hill,17304443,M,Antervyathaa,Normal,6.65,2025-12-12,2020,Drama,4.3,12.0
John Smith,84193609,M,I Blew Out the Candles Before Making a Wish,Normal,6.98,2026-03-30,2026,Drama,,
John Fitzgerald,55807407,M,The Wonderful Adventure,Normal,7.72,2026-05-03,1915,"Drama,Romance",,
Alexandra Wells,82817430,F,Untitled James Franco Studio Project,Normal,7.39,2025-08-31,,,,
Robert Johnson,38385574,M,Ang manananggol ni Ruben,3D,11.57,2025-12-10,1963,"Action,Drama,Romance",,
Jason Ferguson,96900645,M,Mujûn,3D,10.66,2025-10-30,1931,Drama,,
Scott Perez,23305607,M,Diego Star,3D,10.07,2026-05-26,2013,Drama,6.7,209.0
Jodi Rodriguez,11764689,F,Sve si u pravu,Normal,6.07,2026-02-12,2024,Drama,8.2,6.0
Nicholas Bishop,17948532,M,Le règne de l'impunité,Normal,6.99,2026-02-09,2013,Documentary,,
Xavier Howe,52858013,M,163 días: La Huelga de Bandas,Normal,6.6,2026-01-14,2017,Documentary,,
Sherri Kennedy,35489475,F,Secret Pleasures,3D,13.88,2025-09-25,2002,"Drama,Romance",4.2,483.0
Derek Garcia,80940613,M,O II Portugal-Jugoslávia,Normal,7.2,2025-06-24,1932,Documentary,,
Timothy Terrell,53335781,M,Kubrick by Kubrick,3D,12.78,2026-03-08,2020,Documentary,7.1,3156.0
Barbara White,10554758,F,Lolas,3D,10.48,2025-10-06,2021,Documentary,,
John Scott,61270772,M,The Blouse from Bangladesh,Normal,6.07,2025-11-22,1997,Comedy,,
Christopher Oneal,50809491,M,Vibratzii,Normal,8.39,2026-03-04,1984,Drama,,
James Carpenter,17426756,M,Balance and Movement,Normal,8.4,2026-01-23,2005,Drama,3.8,1202.0
Colin Nicholson,56433599,M,Exchange,3D,12.22,2025-06-13,2016,Comedy,9.0,14.0
Kristin Stein,37605613,F,The Arizona Kid,Normal,7.11,2026-03-14,1970,"Comedy,Western",5.1,38.0
Katrina Chan,41014990,F,Girls School Screamers,3D,11.78,2026-05-07,1986,Horror,4.2,949.0
Courtney Johnson,24777446,F,So Sempe Chille,Normal,7.79,2025-12-16,2019,Documentary,,
Sierra Blake,26322458,F,The Peace Particle,Normal,8.15,2025-08-30,2025,Documentary,7.7,12.0
Timothy Lambert,97596619,M,Ajeeb Daastaans,Normal,6.28,2025-10-22,2021,"Drama,Romance",6.7,7228.0
Kurt Singh,29895700,M,Touch Me in the Morning,Normal,7.1,2026-04-06,1982,"Adult,Drama",6.4,74.0
Michelle Reid,98429914,F,Il marchio di Kriminal,3D,10.93,2025-11-14,1967,"Action,Crime,Thriller",5.5,184.0
Jason Kim,40101511,M,Pazaib,3D,12.42,2026-05-24,1972,Drama,,
Kristina Johnson,64107328,F,Crónica dos Bons Malandros,3D,12.85,2025-07-10,1984,Comedy,5.7,217.0
Chris Schmidt,77240153,M,Les chasseurs d'ombre,Normal,8.64,2025-07-14,2000,Documentary,,
Miss Lisa Patel,58992729,F,Iron Fire: Lost Gains,Normal,7.08,2025-11-12,2016,"Documentary,Sport",5.8,6.0
Alyssa Edwards,64822690,F,Drawing Out Genius,3D,13.76,2025-08-20,2014,Documentary,,
James Martin,35087568,M,Mark Vasthunnadu,Normal,6.83,2025-11-17,2011,,,
Lisa Forbes,19541539,F,Neethone Nennunna,3D,12.27,2025-10-15,2006,Drama,,
Anthony Garcia,98415172,M,Mas horizei mia thalassa,Normal,6.73,2025-11-14,2012,Drama,,
Bryan Gross,26691824,M,Ten-Love,3D,10.77,2025-10-28,2020,Drama,,
Jennifer Reed,34044251,F,That Gal... Who Was in That Thing: That Guy 2,Normal,8.56,2026-03-30,2015,Documentary,7.3,555.0
Michael Richardson,46090647,M,Good Cake Bad Cake: The Story of LIR,3D,11.89,2025-09-09,2011,Documentary,7.9,15.0
Robert Sanders,32123412,M,Moy papa - vozhd,3D,13.8,2025-08-17,2022,"Adventure,Comedy,Family",3.7,139.0
Tammy Chapman,94053997,F,The Dark Valley,3D,12.54,2025-10-29,,"Drama,Horror",,
Sean Casey,74713858,M,Three Businessmen,3D,13.37,2026-03-15,1998,"Comedy,Drama",6.8,570.0
Mr. Carlos Brooks,10785514,M,Kalankini,3D,11.3,2025-11-04,1981,Drama,,
Deborah Lucero,16029158,F,Agniya,3D,11.72,2025-09-30,2024,Drama,5.6,56.0
Kristen Graves,92855609,F,Neethone Nennunna,Normal,7.45,2026-02-24,2006,Drama,,
Gina Tran,26008364,F,Wolfgang Amadeus Mozart - Dokumente seines Lebens,Normal,8.01,2025-10-20,1990,Documentary,,
Matthew Russell,69221597,M,From Below,3D,13.64,2025-11-26,,"Horror,Thriller",,
Shannon Garrett,73603432,F,The Art of Moto,3D,12.27,2025-07-20,2013,"Action,Documentary,Sport",8.1,10.0
Eric Carrillo,71721791,M,Wet Under Blue Sky,Normal,8.87,2026-05-14,,Drama,,
Susan Rogers,92102010,F,The Foreman,3D,10.63,2025-10-17,,"Crime,Drama",,
Leslie Martinez,37016470,F,Righteous Villains,3D,10.13,2025-12-16,2020,"Crime,Thriller",3.3,3457.0
Christian Ward,91118330,M,Pickpocket,Normal,7.03,2025-09-05,2022,"Crime,Drama,Thriller",6.8,15.0
Sandra Peck,33681864,F,The Alfred Victorian,3D,12.31,2026-05-13,,Thriller,,
Todd Richards,38348283,M,Geronia: His Own Wide World,Normal,7.36,2025-10-15,2010,"Adventure,Romance",,
Gregory Berger,14708523,M,Balance and Movement,3D,13.58,2026-06-07,2005,Drama,3.8,1202.0
Clifford Olson,66255502,M,Pighati,Normal,7.11,2026-05-07,1939,"Action,Drama,Romance",,
Shirley Morris,56036231,F,Sarreguemines Vintage,Normal,8.13,2025-06-14,2017,Documentary,,
Bonnie Arnold,85217493,F,The Warrior,Normal,8.03,2026-05-18,2001,"Adventure,Drama",6.6,2897.0
Michael Gilbert,29673005,M,Isaiah's Children,Normal,6.61,2025-11-03,2009,"Documentary,Music",,
Scott Hobbs,27740856,M,The Area,3D,11.98,2025-12-07,2018,Documentary,7.2,16.0
Andrea Booker,31175938,F,Cosmic Psychos: Blokes You Can Trust,3D,13.83,2025-09-22,2013,"Documentary,Music",7.9,177.0
Margaret Davis,99705368,F,Bonjour Monsieur Doisneau ou Le photographe arrosé,Normal,7.82,2026-03-16,1992,Documentary,,
Jake Caldwell,98663296,M,IEP,3D,11.27,2025-11-05,1991,,8.6,11.0
John Moran,47105932,M,Qui a tué Louis le Ravallec?,3D,13.62,2026-02-01,2013,Documentary,,
Anne Mcguire,52214305,F,Hope Lives in Hohenwald,Normal,6.82,2025-06-24,2022,Documentary,9.7,9.0
Randy Jackson,11744590,M,Sanam Teri Kasam,Normal,7.05,2026-03-18,2009,"Action,Drama,Romance",4.1,202.0
Christina Harris,40243593,F,Super High Me,3D,12.41,2025-12-27,2007,"Comedy,Documentary",6.0,13234.0
Catherine Valdez,64166875,F,Unpredictable Nature of the River,3D,13.68,2026-02-14,1996,"Adventure,Drama",6.7,361.0
Brett Miranda,62304144,M,Passage to Ecstasy,Normal,6.07,2026-03-09,1985,Adult,5.3,77.0
Karen Chen,29433192,F,The Last Bigfoot,3D,10.98,2026-01-28,,Family,,
Dillon Summers,34861171,M,Mondo Magic,3D,13.8,2026-04-12,1975,Documentary,5.7,251.0
Tiffany Simpson DDS,87349761,F,One Night in Taipei,3D,10.98,2026-06-05,2015,"Comedy,Romance",3.8,121.0
Elizabeth Bridges,74041009,F,Lil' Yogis: Meet the Chakras,Normal,6.31,2025-08-15,2020,Animation,,
Kim Esparza,21769911,F,Bride 13,3D,12.11,2025-08-20,1920,"Action,Adventure,Thriller",,
Paula Frazier MD,72674313,F,Marin Blue,Normal,6.55,2026-05-12,2009,"Drama,Music,Romance",6.5,316.0
Jennifer Page,98229883,F,"O Tzonys Keln, kyria mou",Normal,7.53,2025-10-21,1991,Drama,,
Victor Porter,98311440,M,Shaday - The Last Seasons of Wood and Fire,3D,12.43,2025-08-30,2026,Documentary,,
Matthew Kim,79141976,M,Ang manananggol ni Ruben,3D,11.61,2026-03-13,1963,"Action,Drama,Romance",,
Joe Wilson,70468441,M,Jûnana-sai no document: Baishun yobigun,3D,10.42,2025-08-14,1979,,,
Stephen Garcia,50092218,M,Ezequiel,Normal,8.65,2025-11-26,2013,Documentary,,
Ashley Pruitt,30206315,F,Midsommar Stories,Normal,6.85,2026-03-01,1999,Drama,5.5,23.0
James Reyes,81567817,M,Pocket Change,3D,11.24,2025-10-23,,"Action,Comedy,Crime",,
Ashley Randolph,85269280,F,The Last Chord,Normal,7.04,2025-08-22,,Drama,,
John Washington,55617487,M,Up in Smoke,Normal,7.13,2025-11-13,2005,Drama,7.4,16.0
Sarah Wilson,77511912,F,Nothing Left to Lose,3D,12.05,2025-12-13,1983,Drama,5.7,28.0
Timothy Mccarthy,60965350,M,Ojek,3D,12.91,2026-03-15,,,,
Ethan Dennis,12494148,M,Bloodline,Normal,6.84,2026-01-30,,Action,,
Jonathan Butler,40142096,M,Les femmes araignées,Normal,6.98,2025-09-09,2016,Fantasy,,
Dana Bass,45982187,F,Freedom Radio,3D,13.05,2026-05-20,,,,
Joseph Williams Jr.,33816982,M,Untitled James Franco Studio Project,Normal,7.31,2025-07-08,,,,
